# remote_host=100.121.87.73
# vmstat_interval_seconds=1
# started_local=2026-03-12T15:21:42+08:00
# started_remote=2026-03-12T15:21:42+08:00
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 13049988    608 642612    0    0     0     0  305  450  0  0 100  0  0  0
 0  0      0 13049736    608 642612    0    0     0     0 1090 2130  0  1 99  0  0  0
 0  0      0 13049988    608 642616    0    0     0     0  239  380  0  0 100  0  0  0
 0  1      0 13050240    628 642644    0    0    16    96 1349 2228  0  1 98  1  0  0
 0  0      0 13050240    628 642644    0    0     0     0  203  284  0  0 100  0  0  0
 1  0      0 13050240    628 642644    0    0     0     0 1336 2142  0  1 99  0  0  0
 0  0      0 13050240    628 642644    0    0     0     0  222  344  0  0 100  0  0  0
 0  0      0 13051288    628 642656    0    0     0     0 1280 2105  0  0 99  0  0  0
 0  0      0 13051500    628 642656    0    0     0     0  207  346  0  0 100  0  0  0
 0  0      0 13049988    636 642656    0    0     0   104 1271 2106  0  1 99  0  0  0
 0  0      0 13049988    636 642656    0    0     0     0  224  334  0  0 100  0  0  0
 0  0      0 13049988    636 642656    0    0     0     0 1293 2143  0  1 99  0  0  0
 0  0      0 13049736    636 642656    0    0     0     0  223  348  0  0 100  0  0  0
 0  0      0 13049492    636 643956    0    0  1316     0 1415 2204  0  1 99  0  0  0
 0  0      0 13052968    644 643976    0    0     0    32  179  259  0  0 100  0  0  0
 0  0      0 13052716    644 643972    0    0     0     0 1344 2211  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 13052716    644 643972    0    0     0     0  226  353  0  0 100  0  0  0
 0  0      0 13052476    644 643988    0    0     0     0 1219 2157  0  0 99  0  0  0
 0  0      0 13052476    644 643988    0    0     0     0  215  349  0  0 100  0  0  0
 0  0      0 13051228    652 643988    0    0     0    40 1216 2074  0  0 99  0  0  0
 0  0      0 13051228    652 643992    0    0     0     4  238  352  0  0 100  0  0  0
 0  0      0 13050976    652 643992    0    0     0     0 1252 2145  0  0 99  0  0  0
 0  0      0 13050976    652 643992    0    0     0     0  423  734  0  0 100  0  0  0
 0  0      0 13050724    656 643996    0    0     4     4 1234 2105  0  1 99  0  0  0
 0  0      0 13050472    668 644000    0    0     4    40  280  476  0  0 99  1  0  0
 0  0      0 13050220    668 644008    0    0     0    16 1249 2334  0  0 99  0  0  0
 0  0      0 13050472    668 644012    0    0     0     0  253  391  0  0 100  0  0  0
 0  0      0 13049220    668 644016    0    0     0     0 1107 2335  0  0 99  0  0  0
 0  0      0 13049968    668 644000    0    0     0     0  330  443  0  0 100  0  0  0
 1  0      0 13049112    676 643996    0    0     0    64  859 1774  0  0 99  1  0  0
 0  0      0 13048620    676 643996    0    0     0    48  580  904  0  0 99  1  0  0
 0  0      0 13048620    676 643996    0    0     0     0  165  252  0  0 100  0  0  0
 0  0      0 13048872    676 643996    0    0     0    64 1197 2172  0  1 99  0  0  0
 0  0      0 13048872    676 644000    0    0     0     0  204  344  0  0 100  0  0  0
 0  0      0 13048368    684 644000    0    0     0    44 1284 2130  0  0 99  1  0  0
 0  0      0 13048368    684 643996    0    0     0     0  252  356  0  0 100  0  0  0
 0  0      0 13049376    684 644016    0    0     0     0 1296 2138  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 13049376    684 644016    0    0     0     0  201  304  0  0 100  0  0  0
 0  0      0 13049124    684 644016    0    0     0     0 1281 2168  0  1 99  0  0  0
 1  0      0 13049124    692 644012    0    0     0    36  259  415  0  0 100  0  0  0
 0  0      0 13048872    692 644012    0    0    12     0 1350 2269  0  1 99  0  0  0
 0  0      0 13048872    692 644024    0    0     0     0  187  288  0  0 100  0  0  0
 0  0      0 13048368    692 644024    0    0     0     0 1506 2579  0  1 99  0  0  0
 0  0      0 13048872    692 644028    0    0     0     0  313  432  0  0 100  0  0  0
 0  0      0 13048368    700 644028    0    0     0    44 1290 2135  0  0 99  1  0  0
 0  0      0 13048368    700 644028    0    0     0     0  250  393  0  0 100  0  0  0
 0  0      0 13047108    700 644204    0    0   452     0 1648 2544  1  1 99  0  0  0
 0  0      0 13046856    700 644204    0    0     0    56  390  447  0  0 100  0  0  0
 0  0      0 13047108    700 644484    0    0     0     0 1147 2103  0  0 99  0  0  0
 0  0      0 13047108    708 644476    0    0     0    36  280  465  0  0 99  1  0  0
 0  0      0 13050340    708 644484    0    0     0     0 2028 3713  1  1 99  0  0  0
 0  0      0 13050592    724 644488    0    0    16    12  803 1430  1  0 99  0  0  0
 0  0      0 13049836    724 644492    0    0     0     0 1736 3151  0  1 99  0  0  0
 0  0      0 13049836    724 644492    0    0     0     0  460  822  0  0 100  0  0  0
 0  0      0 13049836    732 644496    0    0     0    64 1323 2197  0  1 99  0  0  0
 0  0      0 13049836    732 644496    0    0     0     0  266  388  0  0 100  0  0  0
 0  0      0 13049596    732 644508    0    0     0    76 1666 2662  0  1 99  0  0  0
 0  0      0 13049848    732 644508    0    0     0     0  435  535  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 13048840    732 644508    0    0     0     0 1736 2675  0  1 99  0  0  0
 0  0      0 13047540    740 644508    0    0     0    48  411  503  0  0 99  1  0  0
 0  0      0 13045064    956 646692    0    0  2604     0 2524 3591  0  2 98  0  0  0
 0  0      0 13045568    956 646692    0    0     0     8  851 1013  0  0 99  0  0  0
 0  0      0 13045568    956 646900    0    0     0     0  446  566  0  0 100  0  0  0
 0  0      0 13045316    956 646904    0    0     0     0 1128 2193  0  1 99  0  0  0
 0  0      0 13045316    964 646904    0    0     0    52  201  304  0  0 99  1  0  0
 0  0      0 13044812    964 646904    0    0     0     0 1035 2082  0  1 99  0  0  0
 0  0      0 13044560    964 646904    0    0     0    40  615  779  0  0 100  0  0  0
 0  0      0 13044056    964 646920    0    0     0     0 1352 2488  0  0 99  0  0  0
 0  0      0 13044056    964 646924    0    0     0     0  199  324  0  0 100  0  0  0
 0  0      0 13043804    972 646928    0    0     0    36 1034 2088  0  0 99  0  0  0
 0  0      0 13043804    972 646928    0    0     0     0  197  299  0  0 100  0  0  0
 0  0      0 13044308    972 646928    0    0     0     0 1320 2227  0  1 99  0  0  0
 0  0      0 13044308    972 646928    0    0     0     0  208  306  0  0 100  0  0  0
 0  0      0 13045064    972 646908    0    0     0     0 1307 2199  0  1 99  0  0  0
 0  0      0 13045064    980 646904    0    0     0    32  185  277  0  0 98  2  0  0
 0  0      0 13044812    980 646900    0    0     0     0 1309 2189  0  0 99  0  0  0
 0  0      0 13044812    980 646908    0    0     0     0  270  401  0  0 100  0  0  0
 0  0      0 13043804    980 646912    0    0     0     0 1333 2235  0  0 100  0  0  0
 0  0      0 13043804    980 646908    0    0     0     0  237  385  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 13044560    988 646908    0    0     0    44 1321 2220  0  1 98  2  0  0
 0  0      0 13044560    988 646908    0    0     0     0  182  274  0  0 100  0  0  0
 0  0      0 13044056    988 646908    0    0     0    64 1329 2205  0  1 99  0  0  0
 0  0      0 13044056    988 646908    0    0     0     0  199  299  0  0 100  0  0  0
 0  0      0 13042796    988 646908    0    0     0     0 1292 2165  0  1 99  0  0  0
 0  0      0 13042796    996 646908    0    0     0    32  202  295  0  0 99  1  0  0
 0  0      0 13043048    996 646912    0    0     0     0 1292 2166  0  1 99  0  0  0
 0  0      0 13043048    996 646912    0    0     0    20  247  346  0  0 100  0  0  0
 0  0      0 13042292    996 646908    0    0     0     0 1268 2137  0  1 99  0  0  0
 0  0      0 13042544    996 646908    0    0     0     0  313  427  0  0 100  0  0  0
 0  0      0 13042612   1004 646908    0    0     0    56 1313 2185  0  1 98  1  0  0
 0  0      0 13042856   1004 646908    0    0     0     0  210  319  0  0 100  0  0  0
 1  0      0 13042352   1004 646912    0    0     0     4 1024 2130  0  0 99  0  0  0
 0  0      0 13042352   1004 646912    0    0     0     0  283  350  0  0 100  0  0  0
 0  0      0 13042856   1008 646924    0    0     8     0  269  414  0  0 99  0  0  0
 0  0      0 13043120   1020 646940    0    0     4    44 1072 2128  0  1 99  0  0  0
 0  0      0 13043372   1020 646944    0    0     0     0  226  328  0  0 100  0  0  0
 0  0      0 13042868   1020 646944    0    0     0     0 1261 2375  0  1 99  0  0  0
 0  0      0 13042868   1020 646952    0    0     0     8  210  318  0  0 100  0  0  0
 0  0      0 13042868   1020 646952    0    0     0     0 1124 2240  0  1 99  0  0  0
 0  0      0 13042868   1028 646944    0    0     0    64  222  320  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 13042616   1028 646948    0    0     0     0 1115 2163  0  0 99  0  0  0
 0  0      0 13042868   1036 646940    0    0     8    68  255  353  0  0 99  1  0  0
 0  0      0 13042364   1036 646948    0    0     0    40 1143 2208  0  0 99  0  0  0
 0  0      0 13042616   1036 646952    0    0     0     0  309  450  0  0 100  0  0  0
 0  0      0 13042364   1044 646944    0    0     0    56 1097 2144  0  1 99  0  0  0
 0  0      0 13042364   1044 646952    0    0     0     0  219  342  0  0 100  0  0  0
 0  0      0 13042364   1044 646948    0    0     0     0 1128 2197  0  1 99  0  0  0
 0  0      0 13042364   1044 646948    0    0     0    56  221  320  0  0 100  0  0  0
 0  0      0 13042112   1044 646948    0    0     0     0 1118 2201  0  1 99  0  0  0
 0  0      0 13042112   1052 646952    0    0     0    36  195  296  0  0 100  0  0  0
 0  0      0 13042112   1052 646952    0    0     0     0 1021 2090  0  1 99  0  0  0
 0  0      0 13042112   1052 646952    0    0     0     0  209  295  0  0 100  0  0  0
 0  0      0 13041860   1052 646952    0    0     0     0 1093 2160  0  1 99  0  0  0
 0  0      0 13041860   1052 646952    0    0     0     0  208  315  0  0 100  0  0  0
 0  0      0 13041860   1060 646960    0    0     0    32 1109 2166  0  1 99  1  0  0
 0  0      0 13041860   1060 646960    0    0     0     0  196  287  0  0 100  0  0  0
 0  0      0 13041860   1060 646956    0    0     0     0 1293 2163  0  1 99  0  0  0
 1  0      0 13041860   1060 646960    0    0     0    24  334  466  0  0 100  0  0  0
 0  0      0 13042868   1060 646960    0    0     0     0 1358 2231  0  1 99  0  0  0
 0  0      0 13042472   1068 646956    0    0     0    64  227  336  0  0 100  0  0  0
 1  0      0 12991680   1068 655704    0    0  8856     0 1579 2875  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  2      0 12391948   2648 695616    0    0 42792     8 11272 17661 10  8 81  2  0  0
 1  0      0 11146024   3452 742608    0    0  9316 36220 29531 91162 30 23 45  2  0  0
 1  1      0 12720732   3540 762044    0    0 19472     4 7570 8758  4  3 89  3  0  0
 1  0      0 12536032   5760 787008    0    0 27224   440 8825 9780  5  2 88  4  0  0
 1  0      0 12386932   5824 804028    0    0 16836     0 6034 6774  6  3 89  3  0  0
 2  1      0 12270772   5924 826468    0    0 22232     0 5065 5283  6  2 90  3  0  0
 1  0      0 12701132   6332 828304    0    0  2184    12 4177 5524  9  3 87  0  0  0
 1  0      0 12806172   6600 835296    0    0  7132    12 3141 4136  8  3 89  0  0  0
 1  0      0 12530484   6608 835296    0    0     0   252 3345 5377 10  3 87  0  0  0
 1  0      0 12675724   6868 835356    0    0   292    28 3101 4325 12  3 85  0  0  0
 0  0      0 12515228   6868 835356    0    0     0    12 3209 5071  6  2 92  0  0  0
 0  0      0 12514724   6868 835356    0    0     0     4  494  599  0  0 100  0  0  0
 0  0      0 12512256   6868 835364    0    0     0     0 1406 2262  0  1 99  0  0  0
 0  0      0 12508980   6876 835364    0    0     0   136  627  828  1  0 99  0  0  0
 0  0      0 12506964   6876 835364    0    0     0     0  920 2200  0  0 99  0  0  0
 0  0      0 12506964   6876 835360    0    0     0     0  220  323  0  0 100  0  0  0
 0  0      0 12506460   6876 835356    0    0     0     0 1120 2219  0  1 99  0  0  0
 0  0      0 12506460   6876 835360    0    0     0   484  388  543  1  0 99  0  0  0
 0  0      0 12506208   6884 835360    0    0     0    40 1328 2192  0  0 99  0  0  0
 0  0      0 12503436   6884 835428    0    0     0     0  399  571  0  0 100  0  0  0
 0  0      0 12503436   6884 835428    0    0     0     0 1107 2147  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12503436   6884 835424    0    0     0     0  201  305  0  0 100  0  0  0
 0  0      0 12502680   6884 835428    0    0     0     0 1279 2174  0  1 99  0  0  0
 0  0      0 12502680   6892 835428    0    0     0    56  244  346  0  0 100  0  0  0
 0  0      0 12502428   6892 835428    0    0     0    68 1357 2216  0  1 99  0  0  0
 0  0      0 12502428   6892 835424    0    0     0     0  239  324  0  0 100  0  0  0
 0  0      0 12502428   6892 835424    0    0     0     0 1314 2163  0  0 99  0  0  0
 0  0      0 12501700   6892 835424    0    0     0    16  315  432  0  0 100  0  0  0
 0  0      0 12501004   6900 835424    0    0     0    52 1356 2192  0  2 98  0  0  0
 0  0      0 12501004   6900 835424    0    0     0     0  230  325  0  0 100  0  0  0
 0  0      0 12498232   6900 835424    0    0     0     0 1391 2238  1  1 99  0  0  0
 0  0      0 12498484   6900 835424    0    0     0     0  227  372  0  0 100  0  0  0
 0  0      0 12497980   6900 835428    0    0     0     8 1271 2201  0  0 99  0  0  0
 0  0      0 12498736   6908 835428    0    0     0    48  287  360  0  0 99  1  0  0
 1  0      0 12498736   6908 835432    0    0     0     0  223  374  0  0 100  0  0  0
 0  0      0 12497980   6908 835432    0    0     0     0 1384 2319  0  1 99  0  0  0
 1  0      0 12497980   6908 835432    0    0     0     0  234  352  0  0 100  0  0  0
 0  0      0 12497980   6908 835436    0    0     0     4 1338 2259  0  1 99  0  0  0
 0  0      0 12497980   6916 835436    0    0     0    40  220  355  0  0 100  0  0  0
 0  0      0 12497980   6916 835432    0    0     0     0 1314 2218  0  1 99  0  0  0
 0  0      0 12497980   6916 835440    0    0     0     0  311  431  0  0 100  0  0  0
 0  0      0 12494216   6932 835440    0    0     0    72 1949 2878  1  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12494212   6940 835452    0    0     8    80  446  617  0  0 99  0  0  0
 0  0      0 12493960   6940 835452    0    0     0     0 1118 2211  0  0 99  0  0  0
 0  0      0 12493960   6940 835452    0    0     0     0  219  335  0  0 100  0  0  0
 0  0      0 12493456   6940 835448    0    0     0     0 1095 2165  0  1 99  0  0  0
 0  0      0 12493456   6948 835448    0    0     0   188  276  400  0  0 99  0  0  0
 0  0      0 12492952   6948 835448    0    0     0     0 1093 2162  0  0 99  0  0  0
 0  0      0 12492952   6948 835448    0    0     0     0  183  278  0  0 100  0  0  0
 0  0      0 12492448   6948 835448    0    0     0     0 1107 2149  0  1 99  0  0  0
 0  0      0 12492700   6948 835448    0    0     0     0  236  340  0  0 100  0  0  0
 0  0      0 12489928   6956 835448    0    0     0    28 1185 2275  0  1 98  1  0  0
 2  0      0 12489928   6956 835448    0    0     0    84  271  449  0  0 99  1  0  0
 0  0      0 12489172   6956 835452    0    0     0     0 1295 2273  0  1 99  0  0  0
 0  0      0 12489172   6956 835448    0    0     0     0  235  335  0  0 100  0  0  0
 0  0      0 12489424   6956 835448    0    0     0     0 1308 2197  0  0 99  0  0  0
 0  0      0 12489424   6964 835444    0    0     0    36  257  381  0  0 100  0  0  0
 0  0      0 12489172   6964 835452    0    0     0    12 1185 2312  0  1 99  0  0  0
